Row ID,Order ID,Order Date,Order Month,Order Year,Ship Date,Ship Mode,Customer ID,Customer Name,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
109,TN-2017-119004,11/23/2017,11,2017,28-11-2017,Standard Class,JM-15250,Janet Martin,India,Chennai,Tamil Nadu,600001,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.3,1,0.2,1.07
110,BR-2015-129476,10/15/2015,10,2015,20-10-2015,Standard Class,PA-19060,Pete Armstrong,India,Patna,Bihar,800001,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.99
111,RJ-2017-146780,12/25/2017,12,2017,30-12-2017,Standard Class,CV-12805,Cynthia Voltz,India,Jaipur,Rajasthan,302001,North,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,10.91
112,MH-2016-128867,3/11/2016,3,2016,10/11/2016,Standard Class,CL-12565,Clay Ludtke,India,Pune,Maharashtra,411001,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.79
113,CH-2016-128867,3/11/2016,3,2016,10/11/2016,Standard Class,CL-12565,Clay Ludtke,India,Chandigarh,Chandigarh,160001,North,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.35
114,WB-2014-115259,8/25/2014,8,2014,27-08-2014,Second Class,RC-19960,Ryan Crowe,India,Kolkata,West Bengal,700001,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.1,14,0.2,14.53
115,UP-2014-115259,8/25/2014,8,2014,27-08-2014,Second Class,RC-19960,Ryan Crowe,India,Lucknow,Uttar Pradesh,226001,North,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.65
116,CH-2014-115259,8/25/2014,8,2014,27-08-2014,Second Class,RC-19960,Ryan Crowe,India,Chandigarh,Chandigarh,160001,North,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.98,3,0.2,7.49
117,UP-2014-115259,8/25/2014,8,2014,27-08-2014,Second Class,RC-19960,Ryan Crowe,India,Lucknow,Uttar Pradesh,226001,North,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.46,6,0.2,44.03
118,DL-2015-110457,2/3/2015,2,2015,6/3/2015,Standard Class,DK-13090,Dave Kipp,India,Delhi,Delhi,110001,North,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.38
119,RJ-2015-136476,5/4/2015,5,2015,10/4/2015,Standard Class,GG-14650,Greg Guthrie,India,Jaipur,Rajasthan,302001,North,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.79,1,0.7,-115.72
120,WB-2016-103730,12/6/2016,12,2016,15-06-2016,First Class,SC-20725,Steven Cartwright,India,Kolkata,West Bengal,700001,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.35
121,UP-2016-103730,12/6/2016,12,2016,15-06-2016,First Class,SC-20725,Steven Cartwright,India,Lucknow,Uttar Pradesh,226001,North,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.88
122,WB-2016-103730,12/6/2016,12,2016,15-06-2016,First Class,SC-20725,Steven Cartwright,India,Kolkata,West Bengal,700001,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.44
123,WB-2016-103730,12/6/2016,12,2016,15-06-2016,First Class,SC-20725,Steven Cartwright,India,Kolkata,West Bengal,700001,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.76
124,GJ-2016-103730,12/6/2016,12,2016,15-06-2016,First Class,SC-20725,Steven Cartwright,India,Ahmedabad,Gujarat,380001,West,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.73
125,KL-2014-152030,12/26/2014,12,2014,28-12-2014,Second Class,AD-10180,Alan Dominguez,India,Kochi,Kerala,682001,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.56,3,0.3,-8.58
126,CH-2014-134614,9/20/2014,9,2014,25-09-2014,Standard Class,PF-19165,Philip Fox,India,Chandigarh,Chandigarh,160001,North,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,407.68
127,GJ-2017-107272,5/11/2017,5,2017,12/11/2017,Standard Class,TS-21610,Troy Staebel,India,Ahmedabad,Gujarat,380001,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.39,2,0.7,-1.83
128,AS-2017-107272,5/11/2017,5,2017,12/11/2017,Standard Class,TS-21610,Troy Staebel,India,Guwahati,Assam,781001,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,7,0.2,30.5
129,WB-2016-125969,6/11/2016,6,2016,10/11/2016,Second Class,LS-16975,Lindsay Shagiari,India,Kolkata,West Bengal,700001,East,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,2,0.2,-9.16
130,KA-2016-125969,6/11/2016,6,2016,10/11/2016,Second Class,LS-16975,Lindsay Shagiari,India,Bengaluru,Karnataka,560001,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.24
131,BR-2017-164147,2/2/2017,2,2017,5/2/2017,First Class,DW-13585,Dorothy Wardle,India,Patna,Bihar,800001,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.99
132,KA-2017-164147,2/2/2017,2,2017,5/2/2017,First Class,DW-13585,Dorothy Wardle,India,Bengaluru,Karnataka,560001,South,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.3,2,0.2,29.36
133,WB-2017-164147,2/2/2017,2,2017,5/2/2017,First Class,DW-13585,Dorothy Wardle,India,Kolkata,West Bengal,700001,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.46,9,0.2,6.97
134,MP-2016-145583,10/13/2016,10,2016,19-10-2016,Standard Class,LC-16885,Lena Creighton,India,Bhopal,Madhya Pradesh,462001,Central,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,20.04,3,0,9.62
135,AS-2016-145583,10/13/2016,10,2016,19-10-2016,Standard Class,LC-16885,Lena Creighton,India,Guwahati,Assam,781001,East,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.66
136,MH-2016-145583,10/13/2016,10,2016,19-10-2016,Standard Class,LC-16885,Lena Creighton,India,Mumbai,Maharashtra,400001,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.46
137,AS-2016-145583,10/13/2016,10,2016,19-10-2016,Standard Class,LC-16885,Lena Creighton,India,Guwahati,Assam,781001,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0,1.97
138,DL-2016-145583,10/13/2016,10,2016,19-10-2016,Standard Class,LC-16885,Lena Creighton,India,Delhi,Delhi,110001,North,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.18,3,0.2,26.66
139,TN-2016-145583,10/13/2016,10,2016,19-10-2016,Standard Class,LC-16885,Lena Creighton,India,Chennai,Tamil Nadu,600001,South,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0,18.45
140,KA-2016-145583,10/13/2016,10,2016,19-10-2016,Standard Class,LC-16885,Lena Creighton,India,Bengaluru,Karnataka,560001,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.7
141,MH-2016-110366,5/9/2016,5,2016,7/9/2016,Second Class,JD-15895,Jonathan Doherty,India,Mumbai,Maharashtra,400001,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
142,KL-2017-106180,9/18/2017,9,2017,23-09-2017,Standard Class,SH-19975,Sally Hughsby,India,Kochi,Kerala,682001,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,8.82,3,0,2.38
143,GJ-2017-106180,9/18/2017,9,2017,23-09-2017,Standard Class,SH-19975,Sally Hughsby,India,Ahmedabad,Gujarat,380001,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1
144,TS-2017-106180,9/18/2017,9,2017,23-09-2017,Standard Class,SH-19975,Sally Hughsby,India,Hyderabad,Telangana,500001,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0,68.98
145,MH-2017-155376,12/22/2017,12,2017,27-12-2017,Standard Class,SG-20080,Sandra Glassco,India,Mumbai,Maharashtra,400001,West,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0,218.25
146,GJ-2015-110744,7/9/2015,7,2015,12/9/2015,Standard Class,HA-14920,Helen Andreada,India,Ahmedabad,Gujarat,380001,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.16
147,TS-2014-110072,10/22/2014,10,2014,28-10-2014,Standard Class,MG-17680,Maureen Gastineau,India,Hyderabad,Telangana,500001,South,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.89,4,0.2,12.91
148,UP-2016-114489,5/12/2016,5,2016,9/12/2016,Standard Class,JE-16165,Justin Ellison,India,Lucknow,Uttar Pradesh,226001,North,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8
149,AS-2016-114489,5/12/2016,5,2016,9/12/2016,Standard Class,JE-16165,Justin Ellison,India,Guwahati,Assam,781001,East,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,6
150,GJ-2016-114489,5/12/2016,5,2016,9/12/2016,Standard Class,JE-16165,Justin Ellison,India,Ahmedabad,Gujarat,380001,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.55
151,DL-2016-114489,5/12/2016,5,2016,9/12/2016,Standard Class,JE-16165,Justin Ellison,India,Delhi,Delhi,110001,North,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.63
152,WB-2016-158834,3/13/2016,3,2016,16-03-2016,First Class,TW-21025,Tamara Willingham,India,Kolkata,West Bengal,700001,East,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.77
153,MH-2016-158834,3/13/2016,3,2016,16-03-2016,First Class,TW-21025,Tamara Willingham,India,Pune,Maharashtra,411001,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18,2,0.2,15.24
154,KA-2015-124919,5/31/2015,5,2015,42041,First Class,SP-20650,Stephanie Phelps,India,Bengaluru,Karnataka,560001,South,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0,26.27
155,AS-2015-124919,5/31/2015,5,2015,42041,First Class,SP-20650,Stephanie Phelps,India,Guwahati,Assam,781001,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0,48.54
156,MH-2015-124919,5/31/2015,5,2015,42041,First Class,SP-20650,Stephanie Phelps,India,Mumbai,Maharashtra,400001,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.03
157,GJ-2015-118948,5/28/2015,5,2015,42069,Standard Class,NK-18490,Neil Knudson,India,Ahmedabad,Gujarat,380001,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3,0,1.79
158,UP-2014-104269,1/3/2014,1,2014,6/3/2014,Second Class,DB-13060,Dave Brooks,India,Lucknow,Uttar Pradesh,226001,North,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.57,2,0.2,51.48
159,KL-2016-114104,3/13/2016,3,2016,24-11-2016,Standard Class,NP-18670,Nora Paige,India,Kochi,Kerala,682001,South,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,0,6.87
160,MH-2016-114104,3/13/2016,3,2016,24-11-2016,Standard Class,NP-18670,Nora Paige,India,Mumbai,Maharashtra,400001,West,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0,236.23
161,KL-2016-162733,5/31/2015,5,2015,12/5/2016,First Class,TT-21070,Ted Trevino,India,Kochi,Kerala,682001,South,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,0,2.69
162,KL-2015-119697,5/31/2015,5,2015,31-12-2015,Second Class,EM-13960,Eric Murdock,India,Kochi,Kerala,682001,South,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38,2,0.2,1.36
163,WB-2016-154508,5/31/2015,5,2015,20-11-2016,Standard Class,RD-19900,Ruben Dartt,India,Kolkata,West Bengal,700001,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0,13.35
164,TN-2016-113817,5/28/2015,5,2015,11/11/2016,Standard Class,MJ-17740,Max Jones,India,Chennai,Tamil Nadu,600001,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.69
165,UP-2014-139892,8/9/2014,8,2014,12/9/2014,Standard Class,BM-11140,Becky Martin,India,Lucknow,Uttar Pradesh,226001,North,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.94,3,0.2,2.73
166,MP-2014-139892,8/9/2014,8,2014,12/9/2014,Standard Class,BM-11140,Becky Martin,India,Bhopal,Madhya Pradesh,462001,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.95,8,0.4,1359.99
167,MH-2014-139892,8/9/2014,8,2014,12/9/2014,Standard Class,BM-11140,Becky Martin,India,Mumbai,Maharashtra,400001,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.93,3,0.2,-58.63
168,WB-2014-139892,8/9/2014,8,2014,12/9/2014,Standard Class,BM-11140,Becky Martin,India,Kolkata,West Bengal,700001,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.86
169,MH-2014-139892,8/9/2014,8,2014,12/9/2014,Standard Class,BM-11140,Becky Martin,India,Mumbai,Maharashtra,400001,West,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.06,6,0.2,6.81
170,DL-2014-139892,8/9/2014,8,2014,12/9/2014,Standard Class,BM-11140,Becky Martin,India,Delhi,Delhi,110001,North,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,453.85
171,RJ-2014-139892,8/9/2014,8,2014,12/9/2014,Standard Class,BM-11140,Becky Martin,India,Jaipur,Rajasthan,302001,North,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.98,3,0.2,9
172,KA-2014-118962,5/8/2014,5,2014,9/8/2014,Standard Class,CS-12130,Chad Sievert,India,Bengaluru,Karnataka,560001,South,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6î x 11î",20.94,3,0,9.84
173,KL-2014-118962,5/8/2014,5,2014,9/8/2014,Standard Class,CS-12130,Chad Sievert,India,Kochi,Kerala,682001,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0,53.26
174,KA-2014-118962,5/8/2014,5,2014,9/8/2014,Standard Class,CS-12130,Chad Sievert,India,Bengaluru,Karnataka,560001,South,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.14,7,0.2,21.26
175,KL-2014-100853,9/14/2014,9,2014,19-09-2014,Standard Class,JB-15400,Jennifer Braxton,India,Kochi,Kerala,682001,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.45,2,0.8,-131.12
176,CH-2014-100853,9/14/2014,9,2014,19-09-2014,Standard Class,JB-15400,Jennifer Braxton,India,Chandigarh,Chandigarh,160001,North,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.55
177,KA-2017-152366,4/21/2017,4,2017,25-04-2017,Second Class,SJ-20500,Shirley Jackson,India,Bengaluru,Karnataka,560001,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.26,4,0.8,243.16
178,TN-2015-101511,11/21/2015,11,2015,23-11-2015,Second Class,JE-15745,Joel Eaton,India,Chennai,Tamil Nadu,600001,South,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.8,7,0.3,-11.34
179,AS-2015-101511,11/21/2015,11,2015,23-11-2015,Second Class,JE-15745,Joel Eaton,India,Guwahati,Assam,781001,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.77
180,RJ-2015-137225,12/15/2015,12,2015,19-12-2015,Standard Class,JK-15640,Jim Kriz,India,Jaipur,Rajasthan,302001,North,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.41
181,AS-2014-166191,5/12/2014,5,2014,9/12/2014,Second Class,DK-13150,David Kendrick,India,Guwahati,Assam,781001,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.82,2,0.2,1.86
182,DL-2014-166191,5/12/2014,5,2014,9/12/2014,Second Class,DK-13150,David Kendrick,India,Delhi,Delhi,110001,North,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7,0.2,76.64
183,TS-2014-158274,11/20/2016,11,2016,24-11-2014,Second Class,RM-19675,Robert Marley,India,Hyderabad,Telangana,500001,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,4,0,131.03
184,MH-2014-158274,11/20/2016,11,2016,24-11-2014,Second Class,RM-19675,Robert Marley,India,Pune,Maharashtra,411001,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.99
185,RJ-2014-158274,11/19/2014,11,2014,24-11-2014,Second Class,RM-19675,Robert Marley,India,Jaipur,Rajasthan,302001,North,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,2,0,7.25
186,MP-2016-105018,11/28/2016,11,2016,42412,Standard Class,SK-19990,Sally Knutson,India,Bhopal,Madhya Pradesh,462001,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0,3.44
187,CH-2014-123260,8/26/2014,8,2014,30-08-2014,Standard Class,FM-14290,Frank Merwin,India,Chandigarh,Chandigarh,160001,North,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0,22.98
188,CH-2016-157000,7/16/2016,7,2016,22-07-2016,Standard Class,AM-10360,Alice McCarthy,India,Chandigarh,Chandigarh,160001,North,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.22,3,0.2,3.72
189,MH-2016-157000,7/16/2016,7,2016,22-07-2016,Standard Class,AM-10360,Alice McCarthy,India,Mumbai,Maharashtra,400001,West,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.02,3,0.2,6.26
190,WB-2015-102281,12/10/2015,12,2015,14-10-2015,First Class,MP-17470,Mark Packer,India,Kolkata,West Bengal,700001,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.14,4,0.2,112.39
191,GJ-2015-102281,12/10/2015,12,2015,14-10-2015,First Class,MP-17470,Mark Packer,India,Ahmedabad,Gujarat,380001,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.09
192,UP-2015-102281,12/10/2015,12,2015,14-10-2015,First Class,MP-17470,Mark Packer,India,Lucknow,Uttar Pradesh,226001,North,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0,24.88
193,RJ-2015-102281,12/10/2015,12,2015,14-10-2015,First Class,MP-17470,Mark Packer,India,Jaipur,Rajasthan,302001,North,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.35,3,0.2,46.98
194,KL-2015-102281,12/10/2015,12,2015,14-10-2015,First Class,MP-17470,Mark Packer,India,Kochi,Kerala,682001,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.57
195,MH-2015-131457,10/31/2015,10,2015,42166,Standard Class,MZ-17515,Mary Zewe,India,Mumbai,Maharashtra,400001,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0,6.71
196,TN-2014-140004,3/21/2014,3,2014,25-03-2014,Standard Class,CB-12025,Cassandra Brandow,India,Chennai,Tamil Nadu,600001,South,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2
197,UP-2014-140004,3/21/2014,3,2014,25-03-2014,Standard Class,CB-12025,Cassandra Brandow,India,Lucknow,Uttar Pradesh,226001,North,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.05,3,0.2,1.59
198,CH-2017-107720,6/11/2017,6,2017,13-11-2017,Standard Class,VM-21685,Valerie Mitchum,India,Chandigarh,Chandigarh,160001,North,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,3,0,12.03
199,UP-2017-124303,6/7/2017,6,2017,13-07-2017,Standard Class,FH-14365,Fred Hopkins,India,Lucknow,Uttar Pradesh,226001,North,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.95,2,0.7,-2.26
200,UP-2017-124303,6/7/2017,6,2017,13-07-2017,Standard Class,FH-14365,Fred Hopkins,India,Lucknow,Uttar Pradesh,226001,North,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.06,3,0.2,5.82
201,UP-2017-105074,6/24/2017,6,2017,29-06-2017,Standard Class,MB-17305,Maria Bertelson,India,Lucknow,Uttar Pradesh,226001,North,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.74,3,0.2,6.8
202,KL-2014-133690,3/8/2014,3,2014,5/8/2014,First Class,BS-11755,Bruce Stewart,India,Kochi,Kerala,682001,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.88
203,RJ-2014-133690,3/8/2014,3,2014,5/8/2014,First Class,BS-11755,Bruce Stewart,India,Jaipur,Rajasthan,302001,North,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.29
204,WB-2017-116701,12/17/2017,12,2017,21-12-2017,Second Class,LC-17140,Logan Currie,India,Kolkata,West Bengal,700001,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.28,2,0.8,-178.97
205,GJ-2017-126382,3/6/2017,3,2017,7/6/2017,Standard Class,HK-14890,Heather Kirkland,India,Ahmedabad,Gujarat,380001,West,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.17,7,0.2,9.67
206,TS-2017-108329,9/12/2017,9,2017,14-12-2017,Standard Class,LE-16810,Laurel Elliston,India,Hyderabad,Telangana,500001,South,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.77,4,0.2,44.48
207,GJ-2017-135860,1/12/2017,1,2017,7/12/2017,Standard Class,JH-15985,Joseph Holt,India,Ahmedabad,Gujarat,380001,West,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,0,5.87
208,MP-2017-135860,1/12/2017,1,2017,7/12/2017,Standard Class,JH-15985,Joseph Holt,India,Bhopal,Madhya Pradesh,462001,Central,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.63
209,GJ-2017-135860,1/12/2017,1,2017,7/12/2017,Standard Class,JH-15985,Joseph Holt,India,Ahmedabad,Gujarat,380001,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.48
210,GJ-2017-135860,1/12/2017,1,2017,7/12/2017,Standard Class,JH-15985,Joseph Holt,India,Ahmedabad,Gujarat,380001,West,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0,16.21
211,WB-2017-135860,1/12/2017,1,2017,7/12/2017,Standard Class,JH-15985,Joseph Holt,India,Kolkata,West Bengal,700001,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0,3.68
212,KA-2015-101007,9/2/2015,9,2015,13-02-2015,Second Class,MS-17980,Michael Stewart,India,Bengaluru,Karnataka,560001,South,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5
213,MH-2015-146262,2/1/2015,2,2015,9/1/2015,Standard Class,VW-21775,Victoria Wilson,India,Mumbai,Maharashtra,400001,West,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88
214,WB-2015-146262,2/1/2015,2,2015,9/1/2015,Standard Class,VW-21775,Victoria Wilson,India,Kolkata,West Bengal,700001,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,244.32
215,WB-2015-146262,2/1/2015,2,2015,9/1/2015,Standard Class,VW-21775,Victoria Wilson,India,Kolkata,West Bengal,700001,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.98,3,0.4,-14.7
216,WB-2015-146262,2/1/2015,2,2015,9/1/2015,Standard Class,VW-21775,Victoria Wilson,India,Kolkata,West Bengal,700001,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188,9,0.7,950.4
217,TN-2015-146262,2/1/2015,2,2015,9/1/2015,Standard Class,VW-21775,Victoria Wilson,India,Chennai,Tamil Nadu,600001,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,0.2,4.48
218,TN-2016-130162,10/28/2016,10,2016,42380,Standard Class,JH-15910,Jonathan Howell,India,Chennai,Tamil Nadu,600001,South,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.06
